,Monthly beer production,1st diff,Seasonality,Forecast,Forecast1
1997-12-01,,,,,182.82096283809793
1998-01-01,,,,,144.08884003813802
1998-02-01,,,,,134.22778473178894
1998-03-01,,,,,150.1535477914636
1998-04-01,,,,,134.40507027812174
1998-05-01,,,,,134.12482360644046
1998-06-01,,,,,121.09805962732841
1998-07-01,,,,,127.88976102438104
1998-08-01,,,,,137.3019224640997
1998-09-01,,,,,132.65627118896847
1998-10-01,,,,,160.9288941762732
1998-11-01,,,,,175.8405557522922
1998-12-01,,,,,181.7583925912339
1999-01-01,,,,,143.02626988759175
1999-02-01,,,,,133.1652145099871
1999-03-01,,,,,149.0909775707763
1999-04-01,,,,,133.34250012962437
1999-05-01,,,,,133.06225326775422
1999-06-01,,,,,120.03548935110507
1999-07-01,,,,,126.82719088756126
1999-08-01,,,,,136.23935213462843
1999-09-01,,,,,131.593700974627
1999-10-01,,,,,159.86632394188422
1999-11-01,,,,,174.7779855212183
1999-12-01,,,,,180.69582235975352
2000-01-01,,,,,141.9636996563028
2000-02-01,,,,,132.1026442785565
2000-03-01,,,,,148.02840733934792
2000-04-01,,,,,132.2799298983395
2000-05-01,,,,,131.99968303609134
2000-06-01,,,,,118.97291911956634
2000-07-01,,,,,125.76462065629961
2000-08-01,,,,,135.1767819029839
2000-09-01,,,,,130.5311307432113
2000-10-01,,,,,158.80375371042865
2000-11-01,,,,,173.71541528976934
2000-12-01,,,,,179.63325212830375
2001-01-01,,,,,140.9011294248534
2001-02-01,,,,,131.04007404710683
2001-03-01,,,,,146.9658371078982
2001-04-01,,,,,131.21735966689008
2001-05-01,,,,,130.93711280464117
2001-06-01,,,,,117.91034888811642
2001-07-01,,,,,124.70205042485023
2001-08-01,,,,,134.11421167153375
2001-09-01,,,,,129.4685605117616
2001-10-01,,,,,157.74118347897888
2001-11-01,,,,,172.65284505831954
2001-12-01,,,,,178.57068189685396
2002-01-01,,,,,139.83855919340363
2002-02-01,,,,,129.9775038156571
2002-03-01,,,,,145.9032668764485
2002-04-01,,,,,130.15478943544036
2002-05-01,,,,,129.87454257319146
2002-06-01,,,,,116.84777865666672
2002-07-01,,,,,123.63948019340053
2002-08-01,,,,,133.05164144008404
2002-09-01,,,,,128.4059902803119
2002-10-01,,,,,156.67861324752917
2002-11-01,,,,,171.59027482686986
2002-12-01,,,,,177.50811166540427
2003-01-01,,,,,138.77598896195394
2003-02-01,,,,,128.9149335842074
2003-03-01,,,,,144.84069664499881
2003-04-01,,,,,129.09221920399068
2003-05-01,,,,,128.81197234174178
2003-06-01,,,,,115.78520842521704
2003-07-01,,,,,122.57690996195085
2003-08-01,,,,,131.98907120863436
2003-09-01,,,,,127.34342004886223
2003-10-01,,,,,155.61604301607952
2003-11-01,,,,,170.5277045954202
2003-12-01,,,,,176.44554143395462
2004-01-01,,,,,137.7134187305043
2004-02-01,,,,,127.85236335275773
2004-03-01,,,,,143.77812641354913
2004-04-01,,,,,128.029648972541
2004-05-01,,,,,127.74940211029208
2004-06-01,,,,,114.72263819376734
2004-07-01,,,,,121.51433973050115
2004-08-01,,,,,130.92650097718467
2004-09-01,,,,,126.28084981741254
2004-10-01,,,,,154.55347278462983
2004-11-01,,,,,169.46513436397052
2004-12-01,,,,,175.38297120250493
2005-01-01,,,,,136.6508484990546
2005-02-01,,,,,126.78979312130805
2005-03-01,,,,,142.71555618209945
2005-04-01,,,,,126.96707874109131
2005-05-01,,,,,126.6868318788424
2005-06-01,,,,,113.66006796231765
2005-07-01,,,,,120.45176949905147
2005-08-01,,,,,129.863930745735
